disease_OMIM_ID	disease_name	gene_symbol
609286	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3$	TWNK
609304	$Epileptic encephalopathy, early infantile, 3$	EIEE3
609304	$Epileptic encephalopathy, early infantile, 3$	GC1
609304	$Epileptic encephalopathy, early infantile, 3$	SLC25A22
609306	Spinocerebellar ataxia 26	EEF2
609306	Spinocerebellar ataxia 26	EF2
609306	Spinocerebellar ataxia 26	SCA26
609307	Spinocerebellar ataxia 27	FGF14
609307	Spinocerebellar ataxia 27	FHF4
609307	Spinocerebellar ataxia 27	SCA27
609308	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1$	MDDGA1
609308	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1$	MDDGB1
609308	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1$	MDDGC1
609308	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1$	POMT1
609310	$Colorectal cancer, hereditary nonpolyposis, type 2$	COCA2
609310	$Colorectal cancer, hereditary nonpolyposis, type 2$	HNPCC2
609310	$Colorectal cancer, hereditary nonpolyposis, type 2$	MLH1
609311	$Charcot-Marie-Tooth disease, type 4H$	CMT4H
609311	$Charcot-Marie-Tooth disease, type 4H$	FGD4
609311	$Charcot-Marie-Tooth disease, type 4H$	FRABIN
609313	MEDNIK syndrome	AP19
609313	MEDNIK syndrome	AP1S1
609313	MEDNIK syndrome	CLAPS1
609313	MEDNIK syndrome	MEDNIK
609322	Rhabdoid predisposition syndrome 1	CSS3
609322	Rhabdoid predisposition syndrome 1	INI1
609322	Rhabdoid predisposition syndrome 1	MRD15
609322	Rhabdoid predisposition syndrome 1	RDT
609322	Rhabdoid predisposition syndrome 1	RTPS1
609322	Rhabdoid predisposition syndrome 1	SMARCB1
609322	Rhabdoid predisposition syndrome 1	SNF5
609322	Rhabdoid predisposition syndrome 1	SWNTS1
609338	Carotid intimal medial thickness 1	CIMT1
609338	Carotid intimal medial thickness 1	GLM1
609338	Carotid intimal medial thickness 1	PPARG
609338	Carotid intimal medial thickness 1	PPARG1
609338	Carotid intimal medial thickness 1	PPARG2
609340	$Spastic paraplegia 28, autosomal recessive$	DDHD1
609340	$Spastic paraplegia 28, autosomal recessive$	KIAA1705
609340	$Spastic paraplegia 28, autosomal recessive$	PAPLA1
609340	$Spastic paraplegia 28, autosomal recessive$	SPG28
609352	Epidermylysis bullosa simplex-MCR	DDD1
609352	Epidermylysis bullosa simplex-MCR	KRT5
609404	Preeclampsia/eclampsia 4	PEE4
609404	Preeclampsia/eclampsia 4	STOX1
609423	$AIDS, delayed/rapid progression to$	AMB11
609423	$AIDS, delayed/rapid progression to$	CCL11
609423	$AIDS, delayed/rapid progression to$	CCL2
609423	$AIDS, delayed/rapid progression to$	CCL3
609423	$AIDS, delayed/rapid progression to$	CCL3L1
609423	$AIDS, delayed/rapid progression to$	CD209
609423	$AIDS, delayed/rapid progression to$	CDSIGN
609423	$AIDS, delayed/rapid progression to$	CSIF
609423	$AIDS, delayed/rapid progression to$	CX3CR1
609423	$AIDS, delayed/rapid progression to$	CXCL12
609423	$AIDS, delayed/rapid progression to$	CXCR1
609423	$AIDS, delayed/rapid progression to$	GPR13
609423	$AIDS, delayed/rapid progression to$	GVHDS
609423	$AIDS, delayed/rapid progression to$	HLA-C
609423	$AIDS, delayed/rapid progression to$	IFG
609423	$AIDS, delayed/rapid progression to$	IFI
609423	$AIDS, delayed/rapid progression to$	IFNG
609423	$AIDS, delayed/rapid progression to$	IIAE2
609423	$AIDS, delayed/rapid progression to$	IL10
609423	$AIDS, delayed/rapid progression to$	IL4R
609423	$AIDS, delayed/rapid progression to$	IL4RA
609423	$AIDS, delayed/rapid progression to$	IL8RA
609423	$AIDS, delayed/rapid progression to$	KIR3DL1
609423	$AIDS, delayed/rapid progression to$	KIR3DS1
609423	$AIDS, delayed/rapid progression to$	LD78
609423	$AIDS, delayed/rapid progression to$	MCAF
609423	$AIDS, delayed/rapid progression to$	MCP1
609423	$AIDS, delayed/rapid progression to$	MIP1A
609423	$AIDS, delayed/rapid progression to$	NKAT3
609423	$AIDS, delayed/rapid progression to$	NKB1
609423	$AIDS, delayed/rapid progression to$	PSORS1
609423	$AIDS, delayed/rapid progression to$	SCYA11
609423	$AIDS, delayed/rapid progression to$	SCYA2
609423	$AIDS, delayed/rapid progression to$	SCYA3
609423	$AIDS, delayed/rapid progression to$	SCYA3L1
609423	$AIDS, delayed/rapid progression to$	SDF1
609423	$AIDS, delayed/rapid progression to$	TLR3
609423	$AIDS, delayed/rapid progression to$	V28
609432	$Syndactyly, mesoaxial synostotic, with phalangeal reduction$	BHLHA9
609432	$Syndactyly, mesoaxial synostotic, with phalangeal reduction$	BHLHF42
609432	$Syndactyly, mesoaxial synostotic, with phalangeal reduction$	CCSPD
609432	$Syndactyly, mesoaxial synostotic, with phalangeal reduction$	MSSD
609439	$Deafness, autosomal recessive 48$	CIB2
609439	$Deafness, autosomal recessive 48$	KIP2
609441	$Acromesomelic dysplasia, Demirhan type$	ALK6
609441	$Acromesomelic dysplasia, Demirhan type$	AMDD
609441	$Acromesomelic dysplasia, Demirhan type$	BDA1D
609441	$Acromesomelic dysplasia, Demirhan type$	BDA2
609441	$Acromesomelic dysplasia, Demirhan type$	BMPR1B
609446	Generalized epilepsy and paroxysmal dyskinesia	KCNMA1
609446	Generalized epilepsy and paroxysmal dyskinesia	SLO
609452	$Myopathy, myofibrillar, 4$	CMD1C
609452	$Myopathy, myofibrillar, 4$	CMH24
609452	$Myopathy, myofibrillar, 4$	CYPHER
609452	$Myopathy, myofibrillar, 4$	KIAA01613
609452	$Myopathy, myofibrillar, 4$	LDB3
609452	$Myopathy, myofibrillar, 4$	LVNC3
609452	$Myopathy, myofibrillar, 4$	MFM4
609452	$Myopathy, myofibrillar, 4$	ZASP
609460	Goldberg-Shprintzen megacolon syndrome	KIAA1279
609508	$Stickler sydrome, type I, nonsyndromic ocular$	COL2A1
609524	$Myopathy, myofibrillar, 5$	ABPA
609524	$Myopathy, myofibrillar, 5$	ABPL
609524	$Myopathy, myofibrillar, 5$	CMH26
609524	$Myopathy, myofibrillar, 5$	FLN2
609524	$Myopathy, myofibrillar, 5$	FLNC
609524	$Myopathy, myofibrillar, 5$	MFM5
609524	$Myopathy, myofibrillar, 5$	MPD4
609524	$Myopathy, myofibrillar, 5$	RCM5
609528	$Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome$	CEDNIK
609528	$Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome$	SNAP29
609529	Immunoglobulin A deficiency 2	CVID2
609529	Immunoglobulin A deficiency 2	TACI
609529	Immunoglobulin A deficiency 2	TNFRSF13B
609532	$Hepatitis C virus infection, response to therapy of$	CCCKR5
609532	$Hepatitis C virus infection, response to therapy of$	CCR5
609532	$Hepatitis C virus infection, response to therapy of$	CD45
609532	$Hepatitis C virus infection, response to therapy of$	CMKBR5
609532	$Hepatitis C virus infection, response to therapy of$	IDDM22
609532	$Hepatitis C virus infection, response to therapy of$	IFG
609532	$Hepatitis C virus infection, response to therapy of$	IFI
609532	$Hepatitis C virus infection, response to therapy of$	IFNG
609532	$Hepatitis C virus infection, response to therapy of$	IFNL3
609532	$Hepatitis C virus infection, response to therapy of$	IL28B
609532	$Hepatitis C virus infection, response to therapy of$	LCA
609532	$Hepatitis C virus infection, response to therapy of$	PTPRC
609533	$Deafness, autosomal recessive 23$	DFNB23
609533	$Deafness, autosomal recessive 23$	PCDH15
609533	$Deafness, autosomal recessive 23$	USH1F
609535	$Clopidogrel, impaired responsiveness to$	CYP2C
609535	$Clopidogrel, impaired responsiveness to$	CYP2C19
609536	C5 deficiency	C5
609536	C5 deficiency	C5D
609536	C5 deficiency	ECLZB
609541	$Spastic paraplegia, optic atrophy, and neuropathy$	KLC2
609541	$Spastic paraplegia, optic atrophy, and neuropathy$	SPOAN
609549	Nanophthalmos 2	MCOP5
609549	Nanophthalmos 2	MFRP
609549	Nanophthalmos 2	NNO2
609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)	MTDPS2
609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)	PEOB3
609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)	TK2
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	BBDS
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	BEK
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	CFD1
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	FGFR2
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	JWS
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$	TK14
609583	Joubert syndrome 4	JBTS4
609583	Joubert syndrome 4	NPH1
609583	Joubert syndrome 4	NPHP1
609583	Joubert syndrome 4	SLSN1
609597	Parietal foramina 2	ALX4
609597	Parietal foramina 2	CRS5
609597	Parietal foramina 2	FND2
609597	Parietal foramina 2	FPP
609597	Parietal foramina 2	PFM2
609620	Short QT syndrome 1	HERG
609620	Short QT syndrome 1	KCNH2
609620	Short QT syndrome 1	LQT2
609620	Short QT syndrome 1	SQT1
609621	Short QT syndrome 2	ATFB3
609621	Short QT syndrome 2	KCNA9
609621	Short QT syndrome 2	KCNQ1
609621	Short QT syndrome 2	KVLQT1
609621	Short QT syndrome 2	LQT1
609621	Short QT syndrome 2	SQT2
609622	Short QT syndrome 3	ATFB9
609622	Short QT syndrome 3	HHIRK1
609622	Short QT syndrome 3	IRK1
609622	Short QT syndrome 3	KCNJ2
609622	Short QT syndrome 3	KIR2.1
609622	Short QT syndrome 3	LQT7
609622	Short QT syndrome 3	SQT3
609628	Majeed syndrome	LPIN2
609634	$Migraine, familial hemiplegic, 3$	EIEE6
609634	$Migraine, familial hemiplegic, 3$	FEB3A
609634	$Migraine, familial hemiplegic, 3$	FHM3
609634	$Migraine, familial hemiplegic, 3$	GEFSP2
609634	$Migraine, familial hemiplegic, 3$	SCN1A
609634	$Migraine, familial hemiplegic, 3$	SMEI
609637	Holoprosencephaly 5	HPE5
609637	Holoprosencephaly 5	ZIC2
609638	$Epidermolysis bullosa, lethal acantholytic$	DCWHKTA
609638	$Epidermolysis bullosa, lethal acantholytic$	DSP
609638	$Epidermolysis bullosa, lethal acantholytic$	KPPS2
609638	$Epidermolysis bullosa, lethal acantholytic$	PPKS2
609646	$Deafness, autosomal recessive 42$	DFNB42
609646	$Deafness, autosomal recessive 42$	ILDR1
609698	$Thyroid hormone metabolism, abnormal$	SBP2
609698	$Thyroid hormone metabolism, abnormal$	SECISBP2
609706	$Deafness, autosomal recessive 53$	COL11A2
609706	$Deafness, autosomal recessive 53$	DFNA13
609706	$Deafness, autosomal recessive 53$	DFNB53
609706	$Deafness, autosomal recessive 53$	FBCG2
609706	$Deafness, autosomal recessive 53$	STL3
609734	$Obesity, adrenal insufficiency, and red hair due to POMC deficiency$	POMC
609741	Cataract 22	CATCN2
609741	Cataract 22	CRYB3
609741	Cataract 22	CRYBB3
609741	Cataract 22	CTRCT22
609753	$Celiac disease, susceptibility to, 4$	CELIAC4
609753	$Celiac disease, susceptibility to, 4$	MYO9B
609753	$Celiac disease, susceptibility to, 4$	MYR5
609755	$Celiac disease, susceptibility to, 3$	ALPS5
609755	$Celiac disease, susceptibility to, 3$	CELIAC3
609755	$Celiac disease, susceptibility to, 3$	CTLA4
609755	$Celiac disease, susceptibility to, 3$	IDDM12
609796	Peeling skin syndrome 2	PSS2
609796	Peeling skin syndrome 2	TGM5
609796	Peeling skin syndrome 2	TGX
609812	$Maturity-onset diabetes of the young, type VIII$	BSSL
609812	$Maturity-onset diabetes of the young, type VIII$	CEL
609812	$Maturity-onset diabetes of the young, type VIII$	CELL
609812	$Maturity-onset diabetes of the young, type VIII$	MODY8
609813	$Spondylocostal dysostosis 3, autosomal recessive$	LFNG
609813	$Spondylocostal dysostosis 3, autosomal recessive$	SCDO3
609814	Complement factor H deficiency	AHUS1
609814	Complement factor H deficiency	ARMD4
609814	Complement factor H deficiency	CFH
609814	Complement factor H deficiency	HF1
609814	Complement factor H deficiency	HUS
609820	$Erythrocytosis, familial, 3$	C1orf12
609820	$Erythrocytosis, familial, 3$	ECYT3
609820	$Erythrocytosis, familial, 3$	EGLN1
609820	$Erythrocytosis, familial, 3$	HALAH
609820	$Erythrocytosis, familial, 3$	HIFPH2
609820	$Erythrocytosis, familial, 3$	PHD2
609820	$Erythrocytosis, familial, 3$	SM20
609820	$Erythrocytosis, familial, 3$	ZMYND6
609821	$Bleeding disorder due to P2RX1 defect, somatic$	BDPLT8
609821	$Bleeding disorder due to P2RX1 defect, somatic$	P2RX1
609821	$Bleeding disorder due to P2RX1 defect, somatic$	P2RY12
609821	$Bleeding disorder due to P2RX1 defect, somatic$	P2X1
609821	$Bleeding disorder due to P2RX1 defect, somatic$	P2Y12
609823	$Deafness, autosomal recessive 28$	KIAA1662
609823	$Deafness, autosomal recessive 28$	TRIOBP
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	ADMCKD2
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	FJHN
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	HNFJ1
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	MCKD2
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	UMOD
609887	$Glaucoma 1, open angle, G$	GLC1G
609887	$Glaucoma 1, open angle, G$	TAWDRP
609887	$Glaucoma 1, open angle, G$	WDR36
609889	$Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity$	RAG1
609909	$Cardiomyopathy, dilated, 1P$	CMD1P
609909	$Cardiomyopathy, dilated, 1P$	CMH18
609909	$Cardiomyopathy, dilated, 1P$	PLB
609909	$Cardiomyopathy, dilated, 1P$	PLN
609923	Retinitis pigmentosa 31	LUN
609923	Retinitis pigmentosa 31	P53BP3
609923	Retinitis pigmentosa 31	RP31
609923	Retinitis pigmentosa 31	TOPORS
609924	Aminoacylase 1 deficiency	ACY1
609924	Aminoacylase 1 deficiency	ACY1D
609939	$Systemic lupus erythematous, association with susceptibility to, 6$	CD11B
609939	$Systemic lupus erythematous, association with susceptibility to, 6$	CR3A
609939	$Systemic lupus erythematous, association with susceptibility to, 6$	ITGAM
609939	$Systemic lupus erythematous, association with susceptibility to, 6$	MAC1A
609939	$Systemic lupus erythematous, association with susceptibility to, 6$	SLEB6
609942	Noonan syndrome 3	CFC2
609942	Noonan syndrome 3	KRAS
609942	Noonan syndrome 3	KRAS2
609942	Noonan syndrome 3	NS
609942	Noonan syndrome 3	RALD
609942	Noonan syndrome 3	RASK2
609968	$Hyperinsulinemic hypoglycemia, familial, 5$	HHF5
609968	$Hyperinsulinemic hypoglycemia, familial, 5$	INSR
609975	$Hyperinsulinemic hypoglycemia, familial, 4$	HADHSC
609975	$Hyperinsulinemic hypoglycemia, familial, 4$	HHF4
609975	$Hyperinsulinemic hypoglycemia, familial, 4$	SCHAD
609981	Natural killer cell and glucocorticoid deficiency with DNA repair defect	MCM4
609981	Natural killer cell and glucocorticoid deficiency with DNA repair defect	NKCD
609981	Natural killer cell and glucocorticoid deficiency with DNA repair defect	NKGCD
610003	$Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant$	CLN8
610003	$Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant$	EPMR
610006	2-methylbutyrylglycinuria	ACADSB
610006	2-methylbutyrylglycinuria	SBCAD
610015	$Glutamine deficiency, congenital$	GLNS
610015	$Glutamine deficiency, congenital$	GLUL
610017	Multiple synostoses syndrome 2	BDA1C
610017	Multiple synostoses syndrome 2	CDMP1
610017	Multiple synostoses syndrome 2	GDF5
610017	Multiple synostoses syndrome 2	OS5
610017	Multiple synostoses syndrome 2	SYM1B
610017	Multiple synostoses syndrome 2	SYNS2
610019	$Cataract 18, autosomal recessive$	CATC2
610019	$Cataract 18, autosomal recessive$	CTRCT18
610019	$Cataract 18, autosomal recessive$	FYCO1
610021	$Hyperinsulinemic hypoglycemia, familial, 7$	HHF7
610021	$Hyperinsulinemic hypoglycemia, familial, 7$	MCT1
610021	$Hyperinsulinemic hypoglycemia, familial, 7$	MCT1D
610021	$Hyperinsulinemic hypoglycemia, familial, 7$	SLC16A1
610024	Achromatopsia 6	ACHM6
610024	Achromatopsia 6	PDE6H
610024	Achromatopsia 6	RCD3
610031	$Polymicrogyria, symmetric or asymmetric$	PMGYSA
610031	$Polymicrogyria, symmetric or asymmetric$	TUBB2B
610042	Pitt-Hopkins like syndrome 1	AUTS15
610042	Pitt-Hopkins like syndrome 1	CASPR2
610042	Pitt-Hopkins like syndrome 1	CDFE
610042	Pitt-Hopkins like syndrome 1	CNTNAP2
610042	Pitt-Hopkins like syndrome 1	NRXN4
610042	Pitt-Hopkins like syndrome 1	PTHSL1
610048	$Corneal dystrophy, congenital stromal$	CSCD
610048	$Corneal dystrophy, congenital stromal$	DCN
610069	$Polyposis syndrome, hereditary mixed, 2$	ACVRLK3
610069	$Polyposis syndrome, hereditary mixed, 2$	ALK3
610069	$Polyposis syndrome, hereditary mixed, 2$	BMPR1A
610090	Pyridoxamine 5^-phosphate oxidase deficiency	PNPO
610092	Microphthalmia with coloboma 3	CHX10
610092	Microphthalmia with coloboma 3	HOX10
610092	Microphthalmia with coloboma 3	MCOP2
610092	Microphthalmia with coloboma 3	MCOPCB3
610093	$Microphthalmia, isolated 2$	CHX10
610093	$Microphthalmia, isolated 2$	HOX10
610093	$Microphthalmia, isolated 2$	MCOP2
610093	$Microphthalmia, isolated 2$	MCOPCB3
610100	$Giant axonal neuropathy 2, autosomal dominant$	DCAF8
610100	$Giant axonal neuropathy 2, autosomal dominant$	GAN2
610100	$Giant axonal neuropathy 2, autosomal dominant$	WDR42A
610102	C7 deficiency	C7
610125	$Retinal dystrophy, early-onset, with or without pituitary dysfunction$	CPHD6
610125	$Retinal dystrophy, early-onset, with or without pituitary dysfunction$	MCOPS5
610125	$Retinal dystrophy, early-onset, with or without pituitary dysfunction$	OTX2
610127	$Ceroid lipofuscinosis, neuronal, 10$	CLN10
610127	$Ceroid lipofuscinosis, neuronal, 10$	CPSD
610127	$Ceroid lipofuscinosis, neuronal, 10$	CTSD
610131	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4$	PEOA4
610131	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4$	POLG2
610131	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4$	POLGB
610140	$Heart-hand syndrome, Slovenian type$	CMD1A
610140	$Heart-hand syndrome, Slovenian type$	EMD2
610140	$Heart-hand syndrome, Slovenian type$	FPLD2
610140	$Heart-hand syndrome, Slovenian type$	HGPS
610140	$Heart-hand syndrome, Slovenian type$	LGMD1B
610140	$Heart-hand syndrome, Slovenian type$	LMN1
610140	$Heart-hand syndrome, Slovenian type$	LMNA
610149	$Macular degeneration, age-related, neovascular type$	ARMD7
610149	$Macular degeneration, age-related, neovascular type$	CADASIL2
610149	$Macular degeneration, age-related, neovascular type$	CARASIL
610149	$Macular degeneration, age-related, neovascular type$	HTRA1
610149	$Macular degeneration, age-related, neovascular type$	PRSS11
610153	$Deafness, autosomal recessive 49$	DFNB49
610153	$Deafness, autosomal recessive 49$	MARVD2
610153	$Deafness, autosomal recessive 49$	MARVELD2
610153	$Deafness, autosomal recessive 49$	TRIC
610154	$Deafness, autosomal recessive 44$	ADCY1
610154	$Deafness, autosomal recessive 44$	DFNB44
610156	$Mental retardation, truncal obesity, retinal dystrophy, and micropenis$	CORS1
610156	$Mental retardation, truncal obesity, retinal dystrophy, and micropenis$	INPP5E
610156	$Mental retardation, truncal obesity, retinal dystrophy, and micropenis$	JBTS1
610156	$Mental retardation, truncal obesity, retinal dystrophy, and micropenis$	MORMS
610163	Immunodeficiency 25	CD247
610163	Immunodeficiency 25	CD3Z
610163	Immunodeficiency 25	IMD25
610163	Immunodeficiency 25	TCRZ
610168	Loeys-Dietz syndrome 2	AAT3
610168	Loeys-Dietz syndrome 2	HNPCC6
610168	Loeys-Dietz syndrome 2	LDS2
610168	Loeys-Dietz syndrome 2	MFS2
610168	Loeys-Dietz syndrome 2	TGFBR2
610181	Aicardi-Goutieres syndrome 2	AGS2
610181	Aicardi-Goutieres syndrome 2	DLEU8
610181	Aicardi-Goutieres syndrome 2	FLJ11712
610181	Aicardi-Goutieres syndrome 2	RNASEH2B
610185	$Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2$	CAMRQ2
610185	$Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2$	WDR81
610187	Diaphragmatic hernia 3	DIH3
610187	Diaphragmatic hernia 3	FOG2
610187	Diaphragmatic hernia 3	SRXY9
610187	Diaphragmatic hernia 3	ZFPM2
610188	Joubert syndrome 5	3H11AG
610188	Joubert syndrome 5	BBS14
610188	Joubert syndrome 5	CEP290
610188	Joubert syndrome 5	JBTS5
610188	Joubert syndrome 5	KIAA0373
610188	Joubert syndrome 5	LCA10
610188	Joubert syndrome 5	SLSN6
610189	Senior-Loken syndrome 6	3H11AG
610189	Senior-Loken syndrome 6	BBS14
610189	Senior-Loken syndrome 6	CEP290
610189	Senior-Loken syndrome 6	JBTS5
610189	Senior-Loken syndrome 6	KIAA0373
610189	Senior-Loken syndrome 6	LCA10
610189	Senior-Loken syndrome 6	SLSN6
610193	Arrhythmogenic right ventricular dysplasia 10	ARVC10
610193	Arrhythmogenic right ventricular dysplasia 10	ARVD10
610193	Arrhythmogenic right ventricular dysplasia 10	CMD1BB
610193	Arrhythmogenic right ventricular dysplasia 10	DSG2
610198	$3-methylglutaconic aciduria, type V$	DNAJC19
610198	$3-methylglutaconic aciduria, type V$	TIM14
610199	$Diabetes mellitus, neonatal, with congenital hypothyroidism$	GLIS3
610199	$Diabetes mellitus, neonatal, with congenital hypothyroidism$	NDH
610199	$Diabetes mellitus, neonatal, with congenital hypothyroidism$	ZNF515
610202	$Cataract 21, multiple types$	AYGRP
610202	$Cataract 21, multiple types$	CCA4
610202	$Cataract 21, multiple types$	CTRCT21
610202	$Cataract 21, multiple types$	MAF
610204	Pontocerebellar hypoplasia type 5	PCH2A
610204	Pontocerebellar hypoplasia type 5	PCH4
610204	Pontocerebellar hypoplasia type 5	PCH5
610204	Pontocerebellar hypoplasia type 5	SEN54
610204	Pontocerebellar hypoplasia type 5	TSEN54
610205	Alagille syndrome 2	AGS2
610205	Alagille syndrome 2	HJCYS
610205	Alagille syndrome 2	NOTCH2
610212	$Deafness, autosomal recessive 66$	DCDC2
610212	$Deafness, autosomal recessive 66$	DFNB66
610212	$Deafness, autosomal recessive 66$	KIAA1154
610212	$Deafness, autosomal recessive 66$	NPHP19
610212	$Deafness, autosomal recessive 66$	NSC
610212	$Deafness, autosomal recessive 66$	RU2
610217	Neurodegeneration with brain iron accumulation 2B	INAD1
610217	Neurodegeneration with brain iron accumulation 2B	IPLA2
610217	Neurodegeneration with brain iron accumulation 2B	NBIA2A
610217	Neurodegeneration with brain iron accumulation 2B	NBIA2B
610217	Neurodegeneration with brain iron accumulation 2B	PARK14
610217	Neurodegeneration with brain iron accumulation 2B	PLA2G6
610220	$Deafness, autosomal recessive 59$	DFNB59
610220	$Deafness, autosomal recessive 59$	PJVK
610227	Seborrhea-like dermatitis with psoriasiform elements	FLJ13841
610227	Seborrhea-like dermatitis with psoriasiform elements	ZNF750
610244	$Spastic paraplegia 33, autosomal dominant$	SPG33
610244	$Spastic paraplegia 33, autosomal dominant$	ZFYVE27
610245	Spinocerebellar ataxia 23	PDYN
610245	Spinocerebellar ataxia 23	SCA23
610246	Spinocerebellar ataxia 28	AFG3L2
610246	Spinocerebellar ataxia 28	SCA28
610246	Spinocerebellar ataxia 28	SPAX5
610250	$Spastic paraplegia 31, autosomal dominant$	C2ORF23
610250	$Spastic paraplegia 31, autosomal dominant$	HMN5B
610250	$Spastic paraplegia 31, autosomal dominant$	REEP1
610250	$Spastic paraplegia 31, autosomal dominant$	SPG31
610251	$Hangover, susceptibility to$	ALDH2
610253	Kleefstra syndrome	DEL9q34
610253	Kleefstra syndrome	EHMT1
610253	Kleefstra syndrome	EUHMTASE1
610256	$Anterior segment dysgenesis 2, multiple subtypes$	AAT11
610256	$Anterior segment dysgenesis 2, multiple subtypes$	ASGD2
610256	$Anterior segment dysgenesis 2, multiple subtypes$	ASMD
610256	$Anterior segment dysgenesis 2, multiple subtypes$	CTRCT34
610256	$Anterior segment dysgenesis 2, multiple subtypes$	FKHL12
610256	$Anterior segment dysgenesis 2, multiple subtypes$	FOXE3
610265	$Deafness, autosomal recessive 67$	DFNB67
610265	$Deafness, autosomal recessive 67$	LHFPL5
610265	$Deafness, autosomal recessive 67$	TMHS
610269	$Anorexia nervosa, susceptibility to$	ANON2
610269	$Anorexia nervosa, susceptibility to$	BDNF
610269	$Anorexia nervosa, susceptibility to$	BULN2
610282	Retinitis pigmentosa 35	CORD10
610282	Retinitis pigmentosa 35	RP35
610282	Retinitis pigmentosa 35	SEMA4A
610282	Retinitis pigmentosa 35	SEMB
610283	Cone-rod dystrophy 10	CORD10
610283	Cone-rod dystrophy 10	RP35
610283	Cone-rod dystrophy 10	SEMA4A
610283	Cone-rod dystrophy 10	SEMB
610293	Glycosylphosphatidylinositol deficiency	PIGM
610297	Parkinson disease 13	HTRA2
610297	Parkinson disease 13	MGCA8
610297	Parkinson disease 13	OMI
610297	Parkinson disease 13	PARK13
610297	Parkinson disease 13	PRSS25
610313	Cold-induced sweating syndrome 2	BSF3
610313	Cold-induced sweating syndrome 2	CISS2
610313	Cold-induced sweating syndrome 2	CLC
610313	Cold-induced sweating syndrome 2	CLCF1
610329	Aicardi-Goutieres syndrome 3	AGS3
610329	Aicardi-Goutieres syndrome 3	AYP1
610329	Aicardi-Goutieres syndrome 3	FLJ20974
610329	Aicardi-Goutieres syndrome 3	RNASEH2C
610333	Aicardi-Goutieres syndrome 4	AGS4
610333	Aicardi-Goutieres syndrome 4	RNASEH2A
610333	Aicardi-Goutieres syndrome 4	RNHIA
610353	$Epilepsy, nocturnal frontal lobe, type 4$	CHRNA2
610356	Retinal cone dystrophy 3B	KCNV2
610356	Retinal cone dystrophy 3B	KV11.1
610356	Retinal cone dystrophy 3B	RCD3B
610357	$Spastic paraplegia 30, autosomal recessive$	ATSV
610357	$Spastic paraplegia 30, autosomal recessive$	HSN2C
610357	$Spastic paraplegia 30, autosomal recessive$	KIF1A
610357	$Spastic paraplegia 30, autosomal recessive$	MRD9
610357	$Spastic paraplegia 30, autosomal recessive$	SPG30
610357	$Spastic paraplegia 30, autosomal recessive$	UNC104
610359	Retinitis pigmentosa 33	ASCC3L1
610359	Retinitis pigmentosa 33	KIAA0788
610359	Retinitis pigmentosa 33	RP33
610359	Retinitis pigmentosa 33	SNRNP200
610370	$Diarrhea 4, malabsorptive, congenital$	ATOH5
610370	$Diarrhea 4, malabsorptive, congenital$	NEUROG3
610370	$Diarrhea 4, malabsorptive, congenital$	NGN3
610374	$Diabetes mellitus, transient neonatal 2$	ABCC8
610374	$Diabetes mellitus, transient neonatal 2$	HHF1
610374	$Diabetes mellitus, transient neonatal 2$	PHHI
610374	$Diabetes mellitus, transient neonatal 2$	SUR
610374	$Diabetes mellitus, transient neonatal 2$	SUR1
610374	$Diabetes mellitus, transient neonatal 2$	TNDM2
610377	Mevalonic aciduria	MVK
610377	Mevalonic aciduria	MVLK
610377	Mevalonic aciduria	POROK3
610379	$West nile virus, susceptibility to$	CCCKR5
610379	$West nile virus, susceptibility to$	CCR5
610379	$West nile virus, susceptibility to$	CMKBR5
610379	$West nile virus, susceptibility to$	IDDM22
