disease_OMIM_ID	disease_name
609180	$Congenital disorder of glycosylation, type If$
609192	Loeys-Dietz syndrome 1
609195	$Spastic paraplegia 26, autosomal recessive$
609200	$Myopathy, myofibrillar, 3$
609218	$Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis$
609220	Bruck syndrome 2
609227	$Griscelli syndrome, type 3$
609241	$Schindler disease, type III$
609242	Kanzaki disease
609254	Senior-Loken syndrome 5
609260	$Charcot-Marie-Tooth disease, axonal, type 2A2A$
609265	Li-Fraumeni syndrome
609270	$Spinocerebellar ataxia, autosomal recessive 7$
609273	$Nemaline myopathy 6, autosomal dominant$
609283	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2$
609284	CAP myopathy 1
609285	CAP myopathy 2
609286	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3$
609304	$Epileptic encephalopathy, early infantile, 3$
609306	Spinocerebellar ataxia 26
609307	Spinocerebellar ataxia 27
609308	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1$
609310	$Colorectal cancer, hereditary nonpolyposis, type 2$
609311	$Charcot-Marie-Tooth disease, type 4H$
609313	MEDNIK syndrome
609322	Rhabdoid predisposition syndrome 1
609338	Carotid intimal medial thickness 1
609340	$Spastic paraplegia 28, autosomal recessive$
609352	Epidermylysis bullosa simplex-MCR
609404	Preeclampsia/eclampsia 4
609423	$AIDS, delayed/rapid progression to$
609432	$Syndactyly, mesoaxial synostotic, with phalangeal reduction$
609439	$Deafness, autosomal recessive 48$
609441	$Acromesomelic dysplasia, Demirhan type$
609446	Generalized epilepsy and paroxysmal dyskinesia
609452	$Myopathy, myofibrillar, 4$
609460	Goldberg-Shprintzen megacolon syndrome
609508	$Stickler sydrome, type I, nonsyndromic ocular$
609524	$Myopathy, myofibrillar, 5$
609528	$Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome$
609529	Immunoglobulin A deficiency 2
609532	$Hepatitis C virus infection, response to therapy of$
609533	$Deafness, autosomal recessive 23$
609535	$Clopidogrel, impaired responsiveness to$
609536	C5 deficiency
609541	$Spastic paraplegia, optic atrophy, and neuropathy$
609549	Nanophthalmos 2
609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)
609579	$Scaphocephaly, maxillary retrusion, and mental retardation$
609583	Joubert syndrome 4
609597	Parietal foramina 2
609620	Short QT syndrome 1
609621	Short QT syndrome 2
609622	Short QT syndrome 3
609628	Majeed syndrome
609634	$Migraine, familial hemiplegic, 3$
609637	Holoprosencephaly 5
609638	$Epidermolysis bullosa, lethal acantholytic$
609646	$Deafness, autosomal recessive 42$
609698	$Thyroid hormone metabolism, abnormal$
609706	$Deafness, autosomal recessive 53$
609734	$Obesity, adrenal insufficiency, and red hair due to POMC deficiency$
609741	Cataract 22
609753	$Celiac disease, susceptibility to, 4$
609755	$Celiac disease, susceptibility to, 3$
609796	Peeling skin syndrome 2
609812	$Maturity-onset diabetes of the young, type VIII$
609813	$Spondylocostal dysostosis 3, autosomal recessive$
609814	Complement factor H deficiency
609820	$Erythrocytosis, familial, 3$
609821	$Bleeding disorder due to P2RX1 defect, somatic$
609823	$Deafness, autosomal recessive 28$
609886	Glomerulocystic kidney disease with hyperuricemia and isosthenuria
609887	$Glaucoma 1, open angle, G$
609889	$Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity$
609909	$Cardiomyopathy, dilated, 1P$
609923	Retinitis pigmentosa 31
609924	Aminoacylase 1 deficiency
609939	$Systemic lupus erythematous, association with susceptibility to, 6$
609942	Noonan syndrome 3
609968	$Hyperinsulinemic hypoglycemia, familial, 5$
609975	$Hyperinsulinemic hypoglycemia, familial, 4$
609981	Natural killer cell and glucocorticoid deficiency with DNA repair defect
610003	$Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant$
610006	2-methylbutyrylglycinuria
610015	$Glutamine deficiency, congenital$
610017	Multiple synostoses syndrome 2
610019	$Cataract 18, autosomal recessive$
610021	$Hyperinsulinemic hypoglycemia, familial, 7$
610024	Achromatopsia 6
610031	$Polymicrogyria, symmetric or asymmetric$
610042	Pitt-Hopkins like syndrome 1
610048	$Corneal dystrophy, congenital stromal$
610069	$Polyposis syndrome, hereditary mixed, 2$
610090	Pyridoxamine 5^-phosphate oxidase deficiency
610092	Microphthalmia with coloboma 3
610093	$Microphthalmia, isolated 2$
610100	$Giant axonal neuropathy 2, autosomal dominant$
610102	C7 deficiency
610125	$Retinal dystrophy, early-onset, with or without pituitary dysfunction$
610127	$Ceroid lipofuscinosis, neuronal, 10$
610131	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4$
610140	$Heart-hand syndrome, Slovenian type$
610149	$Macular degeneration, age-related, neovascular type$
610153	$Deafness, autosomal recessive 49$
610154	$Deafness, autosomal recessive 44$
610156	$Mental retardation, truncal obesity, retinal dystrophy, and micropenis$
610163	Immunodeficiency 25
610168	Loeys-Dietz syndrome 2
610181	Aicardi-Goutieres syndrome 2
610185	$Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2$
610187	Diaphragmatic hernia 3
610188	Joubert syndrome 5
610189	Senior-Loken syndrome 6
610193	Arrhythmogenic right ventricular dysplasia 10
610198	$3-methylglutaconic aciduria, type V$
610199	$Diabetes mellitus, neonatal, with congenital hypothyroidism$
610202	$Cataract 21, multiple types$
610204	Pontocerebellar hypoplasia type 5
610205	Alagille syndrome 2
610212	$Deafness, autosomal recessive 66$
610217	Neurodegeneration with brain iron accumulation 2B
610220	$Deafness, autosomal recessive 59$
610227	Seborrhea-like dermatitis with psoriasiform elements
610244	$Spastic paraplegia 33, autosomal dominant$
610245	Spinocerebellar ataxia 23
610246	Spinocerebellar ataxia 28
610250	$Spastic paraplegia 31, autosomal dominant$
610251	$Hangover, susceptibility to$
610253	Kleefstra syndrome
610256	$Anterior segment dysgenesis 2, multiple subtypes$
610265	$Deafness, autosomal recessive 67$
610269	$Anorexia nervosa, susceptibility to$
610282	Retinitis pigmentosa 35
610283	Cone-rod dystrophy 10
610293	Glycosylphosphatidylinositol deficiency
610297	Parkinson disease 13
610313	Cold-induced sweating syndrome 2
610329	Aicardi-Goutieres syndrome 3
610333	Aicardi-Goutieres syndrome 4
610353	$Epilepsy, nocturnal frontal lobe, type 4$
610356	Retinal cone dystrophy 3B
610357	$Spastic paraplegia 30, autosomal recessive$
610359	Retinitis pigmentosa 33
610370	$Diarrhea 4, malabsorptive, congenital$
610374	$Diabetes mellitus, transient neonatal 2$
610377	Mevalonic aciduria
610379	$West nile virus, susceptibility to$
610381	Cone-rod dystrophy 11
610419	$Deafness, autosomal recessive 68$
610424	$Hepatitis B virus, susceptibility to$
610425	Cataract 23
610427	$Cone-rod synaptic disorder, congenital nonprogressive$
610442	$Spondyloepimetaphyseal dysplasia, Camera-Genevieve type$
610443	Koolen-De Vries syndrome
610444	$Night blindness, congenital stationary, autosomal dominant 3$
610445	$Night blindness, congenital stationary, autosomal dominant 1$
610446	$Buruli ulcer, susceptibility to$
610448	Chilblain lupus
610455	$Tumoral calcinosis, familial, normophosphatemic$
610460	$Thiopurines, poor metabolism of, 1$
610474	CATSHL syndrome
610475	$Pigmented nodular adrenocortical disease, primary, 2$
610476	Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair
610478	Retinal cone dystrophy 4
610489	$Pigmented nodular adrenocortical disease, primary, 1$
610498	Combined oxidative phosphorylation deficiency 2
610504	$Preterm premature rupture of the membranes, susceptibility to$
610505	Combined oxidative phosphorylation deficiency 3
610508	$Maturity-onset diabetes of the young, type VII$
610532	$Leukodystrophy, hypomyelinating, 5$
610536	$Mandibulofacial dysostosis, Guion-Almeida type$
610539	$Gaucher disease, atypical$
610542	$Myasthenia, congenital, 12, with tubular aggregates$
610549	$Diabetes mellitus, insulin-resistant, with acanthosis nigricans$
610551	$Herpes simplex encephalitis, susceptibility to, 1$
610582	$Diabetes mellitus, transient neonatal, 3$
610599	Retinitis pigmentosa 36
610600	$Hypoaldosteronism, congenital, due to CMO II deficiency$
610612	Leber congenital amaurosis 12
610618	$Angioedema, hereditary, type III$
610623	$Cataract 11, syndromic$
610628	Hypogonadotropic hypogonadism 4 with or without anosmia
610629	Diamond-blackfan anemia 3
610644	Palmoplantar hyperkeratosis and true hermaphroditism
610651	$Xeroderma pigmentosum, group B$
610678	Combined oxidative phosphorylation deficiency 4
610682	$Osteogenesis imperfecta, type VII$
610687	$Nemaline myopathy 7, autosomal recessive$
610688	Joubert syndrome 6
610698	$Macular degeneration, age-related, 4$
610706	$Deafness, congenital with inner ear agenesis, microtia, and microdontia$
610713	Brachydactyly-syndactyly syndrome
610717	Neutral lipid storage disease with myopathy
610725	$Nephrotic syndrome, type 3$
610733	Noonan syndrome 4
610738	$Neutropenia, severe congenital 3, autosomal recessive$
610743	$Spinocerebellar ataxia, autosomal recessive 8$
610755	$Multiple endocrine neoplasia, type IV$
610756	Cerebrooculofacioskeletal syndrome 2
610758	Cerebrooculofacioskeletal syndrome 4
610759	Cornelia de Lange syndrome 3
610762	[High density lipoprotein cholesterol level QTL6]
610768	$Congenital disorder of glycosylation, type Im$
610773	Mitochondrial phosphate carrier deficiency
610798	Immunodeficiency due to defect in MAPBP-interacting protein
610799	$Invasive pneumococcal disease, recurrent isolated, 1$
610805	$Congenital anomalies of kidney and urinary tract, susceptibility to$
610828	Holoprosencephaly 7
610829	Holoprosencephaly 9
610832	$Fanconi anemia, complementation group N$
610842	Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency
610852	$Ciliary dyskinesia, primary, 6$
610878	Vesicoureteral reflux 2
610896	Branchiootorenal syndrome 2
610913	$Surfactant metabolism dysfunction, pulmonary, 2$
610915	$Osteogenesis imperfecta, type VIII$
610921	$Surfactant metabolism dysfunction, pulmonary, 3$
610927	$Systemic lupus erythematosus, susceptibility to, 9$
610938	$Coronary heart disease, susceptibility to, 7$
610947	$Coronary artery disease, autosomal dominant, 2$
610951	$Ceroid lipofuscinosis, neuronal, 7$
610954	Pitt-Hopkins syndrome
610965	XFE progeroid syndrome
610967	$Osteogenesis imperfecta, type V$
610968	$Osteogenesis imperfecta, type XI$
610978	$Choreoathetosis, hypothyroidism, and neonatal respiratory distress$
610984	Complement factor I deficiency
610988	$Leprosy, susceptibility to, 4$
610992	Phosphoserine aminotransferase deficiency
611022	$Deafness, autosomal recessive 24$
611038	$Microphthalmia, isolated 3$
611040	$Microphthalmia, isolated 5$
611064	Asthma susceptibility 5
611067	$Spinal muscular atrophy, distal, autosomal recessive, 4$
611081	Inflammatory bowel disease (Crohn disease) 10
611087	$Polyhydramnios, megalencephaly, and symptomatic epilepsy$
611090	$Mental retardation, autosomal recessive 12$
611091	$Mental retardation, autosomal recessive 5$
611092	$Mental retardation, autosomal recessive, 6$
611093	$Mental retardation, autosomal recessive 7$
611105	Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation
611126	Mitochondrial complex I deficiency due to ACAD9 deficiency
611131	Retinitis pigmentosa 37
611134	Meckel syndrome 4
611136	$Epilepsy, childhood absence, susceptibility to, 4$
611162	Resistance to malaria due to G6PD deficiency
611174	Hamamy syndrome
611182	$Congenital disorder of glycosylation, type IIh$
611209	$Congenital disorder of glycosylation, type IIg$
611225	$Spastic paraplegia 18, autosomal recessive$
611228	$Charcot-Marie-Tooth disease, type 4J$
611263	Short-rib thoracic dysplasia 2 with or without polydactyly
611277	$Febrile seizures, familial, 8$
611283	Isobutyryl-CoA dehydrogenase deficiency
611291	$Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation$
611302	$Spastic ataxia 2, autosomal recessive$
611307	$Muscular dystrophy, limb-girdle, type 2L$
611363	Atrial septal defect 4
611369	Lethal congenital contractural syndrome 3
611377	$Brachydactyly, type B2$
611378	$Macular degeneration, age-related, 9$
611383	$Usher syndrome, type 2D$
611390	$Spastic ataxia 3, autosomal recessive$
611391	Cataract 33
611407	$Cardiomyopathy, dilated, 1W$
611431	Legius syndrome
611451	$Deafness, autosomal recessive 63$
611465	Gallbladder disease 4
611489	Corticosteroid-binding globulin deficiency
611490	$Osteopetrosis, autosomal recessive 4$
611493	$Atrial fibrillation, familial, 4$
611497	$Osteopetrosis, autosomal recessive 6$
611498	Nephronophthisis 7
611521	Immunodeficiency 35
611523	$Pontocerebellar hypoplasia, type 6$
611528	Arrhythmogenic right ventricular dysplasia 12
611543	Cavitary optic disc anomalies
611544	$Cataract 17, multiple types$
611548	Premature ovarian failure 5
611553	Noonan syndrome 5
611554	LEOPARD syndrome 2
611556	$Glycogen storage disease 0, muscle$
611560	Joubert syndrome 7
611561	Meckel syndrome 5
611584	$Waardenburg syndrome, type 2E, with or without neurologic involvement$
611588	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4$
611590	$Renal tubular acidosis, distal, AR$
611597	$Cataract 12, multiple types$
611603	Lissencephaly 3
611615	$Cardiomyopathy, dilated, 1X$
611638	Microphthalmia with coloboma 5
611664	$[Skin/hair/eye pigmentation 7, blond/brown hair]$
611705	$Myopathy, early-onset, with fatal cardiomyopathy$
611718	$Hypomagnesemia 4, renal$
611719	Combined oxidative phosphorylation deficiency 5
611721	Combined SAP deficiency
611722	$Krabbe disease, atypical$
611724	$[Skin/hair/eye pigmentation, variation in, 8]$
611726	$Epilepsy, progressive myoclonic 3, with or without intracellular inclusions$
611742	$[Skin/hair/eye pigmentation 9, brown/nonbrown eyes]$
611755	Leber congenital amaurosis 10
611762	Familial cold autoinflammatory syndrome 2
611771	Lipoprotein glomerulopathy
611773	$Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps$
611775	$Kawasaki disease, susceptibility to$
611777	Brugada syndrome 2
611783	$Erythrocytosis, familial, 4$
611788	$Aortic aneurysm, familial thoracic 6$
611804	Elliptocytosis-1
611809	$Bestrophinopathy, autosomal recessive$
611812	SERKAL syndrome
611816	Temple-Baraitser syndrome
611818	Long QT syndrome 9
611819	$Atrial fibrillation, familial, 17$
611820	Long QT syndrome-11
611862	[White blood cell count QTL]
611868	$Prostate cancer, hereditary, 12$
611875	Brugada syndrome 3
611876	Brugada syndrome 4
611878	Left ventricular noncompaction 9
611879	$Cardiomyopathy, dilated, 1Z$
611880	$Cardiomyopathy, dilated, 2A$
611881	Glycogen storage disease XII
611884	$Ciliary dyskinesia, primary, 7, with or without situs inversus$
611890	$Arthrogryposis, lethal, with anterior horn cell disease$
611895	Amyotrophic lateral sclerosis 9
611928	$Prostate cancer, hereditary, 13$
611938	$Ventricular tachycardia, catecholaminergic polymorphic, 2$
611942	$Epilepsy, childhood absence, susceptibility to, 6$
611943	RIDDLE syndrome
611953	$Macular degeneration, age-related, 11$
611960	$Asthma-related traits, susceptibility to, 7$
612004	Thrombocytopenia 4
612015	$Congenital disorder of glycosylation, type In$
612016	$Coenzyme Q10 deficiency, primary, 4$
612018	$Cataract 47, juvenile, with microcornea$
612020	$Spastic paraplegia 39, autosomal recessive$
612042	Recombination rate QTL 1
612052	$Nicotine dependence, susceptibility to$
612067	Dystonia 16
612069	$Frontotemporal lobar degeneration, TARDBP-related$
612073	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)
612075	Mitochondrial DNA depletion syndrome 8B (MNGIE type)
612076	$Hypouricemia, renal, 2$
612079	$Alopecia, neurologic defects, and endocrinopathy syndrome$
612095	Retinitis pigmentosa 41
612098	$Cardiomyopathy, hypertrophic, 11$
612100	Autism susceptibility 15
612109	Oculoauricular syndrome
612119	Trehalase deficiency
612124	$Cardiomyopathy, hypertrophic, 12$
612126	$GLUT1 deficiency syndrome 2, childhood onset$
612132	$Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency$
612138	Epidermolysis bullosa simplex with pyloric atresia
612158	$Cardiomyopathy, hypertrophic, 23, with or without LVNC$
612160	$Histiocytoma, angiomatoid fibrous, somatic$
612164	$Epileptic encephalopathy, early infantile, 4$
612199	Cerebroretinal microangiopathy with calcifications and cysts
612201	$Atrial fibrillation, familial, 6$
612219	Neuroepithelioma
612225	$Maturity-onset diabetes of the young, type IX$
612227	$Diabetes mellitus, ketosis-prone, susceptibility to$
612229	$Colorectal cancer, susceptibility to, 3$
612233	$Leukodystrophy, hypomyelinating, 4$
612237	$Chondrosarcoma, extraskeletal myxoid$
612240	$Atrial fibrillation, familial, 7$
612244	Inflammatory bowel disease 13
612245	Inflammatory bowel disease 14
612247	Crouzon syndrome with acanthosis nigricans
612251	$Systemic lupus erythematosus, susceptibility to, 10$
612253	$Systemic lupus erythematosus, susceptibility to, 11$
612260	$Pyogenic bacterial infections, recurrent, due to MYD88 deficiency$
612261	$Inflammatory bowel disease 17, protection against$
612267	$[Skin/hair/eye pigmentation 10, blond/brown hair]$
612269	$Epilepsy, childhood absence, susceptibility to, 5$
612271	$[Skin/hair/eye pigmentation, variation in, 11 (Melanesian blond hair)]$
612278	Inflammatory bowel disease (Crohn disease) 19
612281	$Ichthyosis, congenital, autosomal recessive 6$
612284	Meckel syndrome 6
612285	Joubert syndrome 9
612286	$Nephrolithiasis/osteoporosis, hypophosphatemic, 1$
612287	$Nephrolithiasis/osteoporosis, hypophosphatemic, 2$
612290	Microtia with or without hearing impairment (AD)
612291	Joubert syndrome 8
612292	Birk-Barel mental retardation dysmorphism syndrome
612300	$Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy$
612301	$Osteopetrosis, autosomal recessive 7$
612304	$Thrombophilia due to protein C deficiency, autosomal recessive$
612310	Premature ovarian failure 6
612313	Glass syndrome
612318	$Pseudofolliculitis barbae, susceptibility to$
612319	$Spastic paraplegia 35, autosomal recessive$
612336	$Thrombophilia due to protein S deficiency, autosomal dominant$
612337	$Mental retardation, autosomal dominant 22$
612347	Jervell and Lange-Nielsen syndrome 2
612348	$Hyperfibrinolysis, familial, due to increased release of PLAT$
612350	$Spondylocheirodysplasia, Ehlers-Danlos syndrome-like$
612356	Thrombophilia due to heparin cofactor II deficiency
612359	Cowden syndrome 2
612362	$Obesity, susceptibility to, BMIQ12$
612370	Hypogonadotropic hypogonadism 5 with or without anosmia
612371	$Major affective disorder-7, susceptibility to$
612376	$Leukemia, acute promyelocytic$
612379	$Congenital disorder of glycosylation, type Iq$
612387	$Sarcoidosis, susceptibility to, 2$
612389	Pontocerebellar hypoplasia type 2B
612390	Pontocerebellar hypoplasia type 2C
612394	Lysyl hydroxylase 3 deficiency
612400	Osteoarthritis-5
612416	$Factor XI deficiency, autosomal dominant$
612422	$Cardiomyopathy, familial restrictive, 3$
612423	Fletcher factor (prekallikrein) deficiency
612437	$Epilepsy, progressive myoclonic 1B$
612438	$Leukodystrophy, hypomyelinating, 6$
612444	$Ciliary dyskinesia, primary, 9, with or without situs inversus$
612446	C6 deficiency
612447	$Skeletal defects, genital hypoplasia, and mental retardation$
612460	$Obesity, susceptibility to, BMIQ14$
612462	Pseudohypoparathyroidism Ic
612463	Pseudopseudohypoparathyroidism
612518	$Ciliary dyskinesia, primary, 10$
612520	$Diabetes mellitus, insulin-dependent, 20$
612522	$Diabetes mellitus, insulin-dependent, 22$
612526	$Lipodystrophy, congenital generalized, type 3$
612527	Diamond-Blackfan anemia 4
612528	Diamond-Blackfan anemia 5
612529	$Amelogenesis imperfecta, type IIA2$
612539	$Spastic paraplegia 42, autosomal dominant$
612540	$Myopathy, congenital, Compton-North$
612541	Dursun syndrome
612542	Vitamin B12 plasma level QTL1
612551	$End-stage renal disease, nondiabetic, susceptibility to$
612555	$Breast-ovarian cancer, familial, 2$
612556	Adiponectin deficiency
612560	$Bone mineral density QTL 12, osteoporosis$
612561	Diamond-Blackfan anemia 6
612562	Diamond-Blackfan anemia 7
612563	Diamond-Blackfan anemia 8
612567	$Inflammatory bowel disease 25, early onset, autosomal recessive$
612572	Retinitis pigmentosa 46
612577	Amyotrophic lateral sclerosis 11
612580	$Mental retardation, autosomal dominant 3$
612581	$Mental retardation, autosomal dominant 4$
612591	$Colorectal cancer, susceptibility to, 10$
612621	$Mental retardation, autosomal dominant 5$
612623	Microvascular complications of diabetes 2
612624	Microvascular complications of diabetes 3
612628	Microvascular complications of diabetes 4
612630	$[Hair morphology 1, hair thickness]$
612631	Hemolytic anemia due to adenylate kinase deficiency
612633	Microvascular complications of diabetes 5
612634	Microvascular complications of diabetes 6
612635	Microvascular complications of diabetes 7
612643	$Deafness, autosomal dominant 3B$
612644	$Deafness, autosomal dominant 2B$
612645	$Deafness, autosomal recessive 1B$
612649	$Ciliary dyskinesia, primary, 11$
612650	$Ciliary dyskinesia, primary, 12$
612651	Endocrine-cerebroosteodysplasia
612653	$Spherocytosis, type 4$
612656	$Episodic ataxia, type 6$
612657	Cone-rod dystrophy 12
612671	Gout susceptibility 4
612674	$Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract$
612690	$Spherocytosis, type 5$
612691	$Polymicrogyria, bilateral temporooccipital$
612692	Agammaglobulinemia 6
612702	Hypogonadotropic hypogonadism 6 with or without anosmia
612703	$Microcephaly 7, primary, autosomal recessive$
612712	Leber congenital amaurosis 13
612713	Kahrizi syndrome
612714	$Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis$
612716	$Dystonia, dopa-responsive, due to sepiapterin reductase deficiency$
612718	Cerebral creatine deficiency syndrome 3
612736	Cerebral creatine deficiency syndrome 2
612740	$Lead poisoning, susceptibility to$
612775	Cone-rod dystrophy 9
612780	SESAME syndrome
612781	$Growth hormone deficiency, isolated, type IB$
612782	Immunodeficiency 9
612783	Immunodeficiency 10
612794	Atrial septal defect 5
612797	[High density lipoprotein cholesterol level QTL 12]
612798	$Question mark ears, isolated$
612813	$Spondyloepimetaphyseal dysplasia, aggrecan type$
612838	$Cardiac conduction defect, nonspecific$
612840	$Leukocyte adhesion deficiency, type III$
612847	Brachyolmia 4 with mild epiphyseal and metaphyseal changes
612852	Interleukin 1 receptor antagonist deficiency
612874	$[AMP deaminase deficiency, erythrocytic]$
612877	$Cardiomyopathy, dilated, 1BB$
612885	Premature ovarian failure 10
612899	$Epilepsy idiopathic generalized, susceptibility to, 8$
612900	$Cerebral palsy, spastic quadriplegic, 2$
612908	Keratosis palmoplantaris striata II
612918	$CLOVE syndrome, somatic$
612921	3-M syndrome 2
612922	$Hemolytic uremic syndrome, atypical, susceptibility to, 2$
612923	$Hemolytic uremic syndrome, atypical, susceptibility to, 3$
612924	$Hemolytic uremic syndrome, atypical, susceptibility to, 4$
612925	$Hemolytic uremic syndrome, atypical, susceptibility to, 5$
612926	$Hemolytic uremic syndrome, atypical, susceptibility to, 6$
612932	Glycogen storage disease XIII
612933	Glycogen storage disease XI
612936	$Spastic paraplegia 50, autosomal recessive$
612937	$Congenital disorder of glycosylation, type Io$
612938	$Growth retardation, developmental delay, facial dysmorphism$
612940	$Cutis laxa, autosomal recessive, type IIB$
612943	Retinitis pigmentosa 42
612949	$Epileptic encephalopathy, early infantile, 39$
612951	$Leukoencephalopathy, cystic, without megalencephaly$
612952	Aicardi-Goutieres syndrome 5
612953	$Parkinson disease 14, autosomal recessive$
612954	$Myopathy, myofibrillar, 6$
612955	Long QT syndrome 12
612956	$Ventricular fibrillation, paroxysmal familial, 2$
612961	Multiple synostoses syndrome 3
612964	Premature ovarian failure 7
612965	46XY sex reversal 3
612968	$Cataract 34, multiple types$
612975	[Short sleeper]
612989	Optic atrophy 7
612997	Spermatogenic failure 7
612998	$Emery-Dreifuss muscular dystrophy 4, autosomal dominant$
612999	$Emery-Dreifuss muscular dystrophy 5, autosomal dominant$
613000	$Palmoplantar keratoderma, nonepidermolytic, focal$
613001	Encephalocraniocutaneous lipomatosis
613002	$Herpes simplex encephalitis, susceptibility to, 2$
613003	$Attention deficit-hyperactivity disorder, susceptibility to, 7$
613011	Lymphoproliferative syndrome 1
613013	Neuroblastoma with Hirschsprung disease
613014	$Neuroblastoma, susceptibility to, 3$
613021	Bronchiectasis with or without elevated sweat chloride 2
613027	Glycogen storage disease IXc
613028	Glioma susceptibility 2
613029	Glioblastoma 3
613038	$Pituitary hormone deficiency, combined, 1$
613060	$Epilepsy, juvenile myoclonic, susceptibility to$
613065	$Leukemia, acute lymphocytic, somatic$
613068	Neurodegeneration due to cerebral folate transport deficiency
613070	$Liver failure, transient infantile$
613071	Bronchiectasis with or without elevated sweat chloride 3
613073	Metaphyseal anadysplasia 2
613074	$Deafness, autosomal dominant 50$
613075	$Macrocephaly, alopecia, cutis laxa, and scoliosis$
613076	$Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay$
613077	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5$
613078	Nijmegen breakage syndrome-like disorder
613079	$Deafness, autosomal recessive 77$
613080	46XY sex reversal 5
613086	$Glaucoma 3, primary congenital, D$
613087	Atrial septal defect 6
613090	$Bartter syndrome, type 4b, digenic$
613091	Short-rib thoracic dysplasia 3 with or without polydactyly
613092	$Hyperuricemic nephropathy, familial juvenile 2$
613093	Cone dystrophy 4
613094	$Microphthalmia, isolated 4$
613095	Polycystic kidney disease 2
613098	$[Analgesia from kappa-opioid receptor agonist, female-specific]$
613099	$Melanoma, cutaneous malignant, 5$
613100	$Glaucoma 1, open angle, 1O$
613101	$Hemophagocytic lymphohistiocytosis, familial, 5$
613102	Hypotrichosis and recurrent skin vesicles
613105	$Choriodal dystrophy, central areolar 2$
613107	$Neutropenia, severe congenital 2, autosomal dominant$
613108	$Candidiasis, familial, 4, autosomal recessive$
613112	$Macrothrombocytopenia, autosomal dominant, TUBB1-related$
613115	$Neuropathy, hereditary sensory and autonomic, type IIB$
613116	Thrombophilia due to elevated HRG
613118	Thrombophilia due to antithrombin III deficiency
613119	Brugada syndrome 6
613120	$Atrial fibrillation, familial, 16$
613122	$Cardiomyopathy, dilated, 1CC$
613123	Brugada syndrome 8
613135	$Parkinsonism-dystonia, infantile$
613148	$Inflammatory bowel disease 28, early onset, autosomal recessive$
613150	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2$
613151	$Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3$
613152	$Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4$
613153	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5$
613154	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6$
613155	$Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1$
613156	$Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2$
613157	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3$
613158	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2$
613159	Nephronophthisis-like nephropathy 1
613161	Beta-ureidopropionase deficiency
613162	$Spastic paraplegia 45, autosomal recessive$
613163	GABA-transaminase deficiency
613172	$Cardiomyopathy, dilated, 1DD$
613177	$Cutis laxa, autosomal recessive, type IC$
613179	Immunodeficiency due to purine nucleoside phosphorylase deficiency
613180	Polymicrogyria with optic nerve hypoplasia
613192	$Mental retardation, autosomal recessive 13$
613193	$Ciliary dyskinesia, primary, 13$
613194	$Retinitis pigmentosa, concentric$
613195	Weill-Marchesani-like syndrome
613204	$Muscular dystrophy, congenital, due to ITGA7 deficiency$
613205	$Muscular dystrophy, congenital$
613206	$Spastic paraplegia 44, autosomal recessive$
613211	$Amelogenesis imperfecta, type IIA3$
613216	$Night blindness, congenital stationary (complete), 1C, autosomal recessive$
613217	$Diarrhea 5, with tufting enteropathy, congenital$
613223	$Leprosy, susceptibility to, 5$
613224	Noonan syndrome 6
613225	Factor XIIIA deficiency
